timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1.60799E+12,4947,GetWorkload,200,OK,Thread Group 1-1,text,TRUE,,24919,0,1,1,https://amazon/test/workload_model,4912,0,0
1.60799E+12,619,GetStarttime,200,OK,Thread Group 1-1,text,TRUE,,405,0,1,1,https://amazon/test/workload_start,619,0,0
1.60799E+12,1014,GetDistribution,200,OK,Thread Group 2-1,text,TRUE,,381,0,17,17,https://amazon/test/workload,1014,0,0
1.60799E+12,1053,GetDistribution,200,OK,Thread Group 2-5,text,TRUE,,381,0,22,22,https://amazon/test/workload,1053,0,0
1.60799E+12,1362,GetDistribution,200,OK,Thread Group 2-2,text,TRUE,,381,0,24,24,https://amazon/test/workload,1362,0,0
1.60799E+12,1088,GetDistribution,200,OK,Thread Group 2-9,text,TRUE,,381,0,26,26,https://amazon/test/workload,1088,0,0
1.60799E+12,1335,GetDistribution,200,OK,Thread Group 2-6,text,TRUE,,381,0,28,28,https://amazon/test/workload,1335,0,0
1.60799E+12,300,GetDistribution,200,OK,Thread Group 2-24,text,TRUE,,381,0,29,29,https://amazon/test/workload,300,0,0
1.60799E+12,1078,GetDistribution,200,OK,Thread Group 2-13,text,TRUE,,381,0,31,31,https://amazon/test/workload,1078,0,0
1.60799E+12,1210,GetDistribution,200,OK,Thread Group 2-12,text,TRUE,,381,0,33,33,https://amazon/test/workload,1210,0,0
1.60799E+12,1729,GetDistribution,200,OK,Thread Group 2-4,text,TRUE,,381,0,33,33,https://amazon/test/workload,1729,0,0
1.60799E+12,1826,GetDistribution,200,OK,Thread Group 2-3,text,TRUE,,381,0,33,33,https://amazon/test/workload,1826,0,0
1.60799E+12,918,GetDistribution,200,OK,Thread Group 2-18,text,TRUE,,381,0,34,34,https://amazon/test/workload,918,0,0
1.60799E+12,1173,GetDistribution,200,OK,Thread Group 2-14,text,TRUE,,381,0,34,34,https://amazon/test/workload,1173,0,0
1.60799E+12,323,GetDistribution,200,OK,Thread Group 2-29,text,TRUE,,381,0,34,34,https://amazon/test/workload,323,0,0
1.60799E+12,291,GetDistribution,200,OK,Thread Group 2-30,text,TRUE,,381,0,35,35,https://amazon/test/workload,291,0,0
1.60799E+12,1750,GetDistribution,200,OK,Thread Group 2-7,text,TRUE,,381,0,36,36,https://amazon/test/workload,1750,0,0
1.60799E+12,1280,GetDistribution,200,OK,Thread Group 2-15,text,TRUE,,381,0,37,37,https://amazon/test/workload,1280,0,0
1.60799E+12,1199,GetDistribution,200,OK,Thread Group 2-16,text,TRUE,,381,0,37,37,https://amazon/test/workload,1199,0,0
1.60799E+12,1163,GetDistribution,200,OK,Thread Group 2-17,text,TRUE,,381,0,37,37,https://amazon/test/workload,1162,0,0
1.60799E+12,349,GetDistribution,200,OK,Thread Group 2-32,text,TRUE,,381,0,38,38,https://amazon/test/workload,349,0,0
1.60799E+12,1084,GetDistribution,200,OK,Thread Group 2-19,text,TRUE,,381,0,38,38,https://amazon/test/workload,1084,0,0
1.60799E+12,1770,GetDistribution,200,OK,Thread Group 2-8,text,TRUE,,381,0,38,38,https://amazon/test/workload,1770,0,0
1.60799E+12,1678,GetDistribution,200,OK,Thread Group 2-10,text,TRUE,,381,0,38,38,https://amazon/test/workload,1678,0,0
1.60799E+12,893,GetDistribution,200,OK,Thread Group 2-23,text,TRUE,,381,0,39,39,https://amazon/test/workload,893,0,0
1.60799E+12,1092,GetDistribution,200,OK,Thread Group 2-20,text,TRUE,,381,0,39,39,https://amazon/test/workload,1092,0,0
1.60799E+12,322,GetDistribution,200,OK,Thread Group 2-34,text,TRUE,,381,0,39,39,https://amazon/test/workload,322,0,0
1.60799E+12,1057,GetDistribution,200,OK,Thread Group 2-21,text,TRUE,,381,0,39,39,https://amazon/test/workload,1057,0,0
1.60799E+12,1045,GetDistribution,200,OK,Thread Group 2-22,text,TRUE,,381,0,40,40,https://amazon/test/workload,1045,0,0
1.60799E+12,335,GetDistribution,200,OK,Thread Group 2-35,text,TRUE,,381,0,41,41,https://amazon/test/workload,335,0,0
1.60799E+12,329,GetDistribution,200,OK,Thread Group 2-36,text,TRUE,,381,0,42,42,https://amazon/test/workload,328,0,0
1.60799E+12,876,GetDistribution,200,OK,Thread Group 2-27,text,TRUE,,381,0,42,42,https://amazon/test/workload,876,0,0
1.60799E+12,1822,GetDistribution,200,OK,Thread Group 2-11,text,TRUE,,381,0,42,42,https://amazon/test/workload,1822,0,0
1.60799E+12,336,GetDistribution,200,OK,Thread Group 2-37,text,TRUE,,381,0,43,43,https://amazon/test/workload,336,0,0
1.60799E+12,348,GetDistribution,200,OK,Thread Group 2-38,text,TRUE,,381,0,43,43,https://amazon/test/workload,348,0,0
1.60799E+12,309,GetDistribution,200,OK,Thread Group 2-39,text,TRUE,,381,0,44,44,https://amazon/test/workload,309,0,0
1.60799E+12,1089,GetDistribution,200,OK,Thread Group 2-25,text,TRUE,,381,0,44,44,https://amazon/test/workload,1088,0,0
1.60799E+12,1028,GetDistribution,200,OK,Thread Group 2-26,text,TRUE,,381,0,44,44,https://amazon/test/workload,1027,0,0
1.60799E+12,329,GetDistribution,200,OK,Thread Group 2-40,text,TRUE,,381,0,45,45,https://amazon/test/workload,329,0,0
1.60799E+12,325,GetDistribution,200,OK,Thread Group 2-41,text,TRUE,,381,0,46,46,https://amazon/test/workload,325,0,0
1.60799E+12,297,GetDistribution,200,OK,Thread Group 2-42,text,TRUE,,381,0,47,47,https://amazon/test/workload,297,0,0
1.60799E+12,1103,GetDistribution,200,OK,Thread Group 2-28,text,TRUE,,381,0,47,47,https://amazon/test/workload,1103,0,0
1.60799E+12,305,GetDistribution,200,OK,Thread Group 2-43,text,TRUE,,381,0,48,48,https://amazon/test/workload,305,0,0
1.60799E+12,310,GetDistribution,200,OK,Thread Group 2-44,text,TRUE,,381,0,49,49,https://amazon/test/workload,310,0,0
1.60799E+12,1062,GetDistribution,200,OK,Thread Group 2-31,text,TRUE,,381,0,49,49,https://amazon/test/workload,1062,0,0
1.60799E+12,315,GetDistribution,200,OK,Thread Group 2-45,text,TRUE,,381,0,50,50,https://amazon/test/workload,315,0,0
1.60799E+12,297,GetDistribution,200,OK,Thread Group 2-46,text,TRUE,,381,0,51,51,https://amazon/test/workload,297,0,0
1.60799E+12,1040,GetDistribution,200,OK,Thread Group 2-33,text,TRUE,,381,0,51,51,https://amazon/test/workload,1040,0,0
1.60799E+12,333,GetDistribution,200,OK,Thread Group 2-47,text,TRUE,,381,0,52,52,https://amazon/test/workload,333,0,0
1.60799E+12,275,GetDistribution,200,OK,Thread Group 2-49,text,TRUE,,381,0,53,53,https://amazon/test/workload,275,0,0
1.60799E+12,344,GetDistribution,200,OK,Thread Group 2-48,text,TRUE,,381,0,54,54,https://amazon/test/workload,344,0,0
1.60799E+12,298,GetDistribution,200,OK,Thread Group 2-50,text,TRUE,,381,0,55,55,https://amazon/test/workload,298,0,0
1.60799E+12,342,GetDistribution,200,OK,Thread Group 2-51,text,TRUE,,381,0,56,56,https://amazon/test/workload,342,0,0
1.60799E+12,346,GetDistribution,200,OK,Thread Group 2-52,text,TRUE,,381,0,58,58,https://amazon/test/workload,346,0,0
1.60799E+12,273,GetDistribution,200,OK,Thread Group 2-54,text,TRUE,,381,0,58,58,https://amazon/test/workload,273,0,0
1.60799E+12,334,GetDistribution,200,OK,Thread Group 2-53,text,TRUE,,381,0,59,59,https://amazon/test/workload,334,0,0
1.60799E+12,293,GetDistribution,200,OK,Thread Group 2-55,text,TRUE,,381,0,60,60,https://amazon/test/workload,293,0,0
1.60799E+12,332,GetDistribution,200,OK,Thread Group 2-56,text,TRUE,,381,0,62,62,https://amazon/test/workload,332,0,0
1.60799E+12,271,GetDistribution,200,OK,Thread Group 2-57,text,TRUE,,381,0,62,62,https://amazon/test/workload,271,0,0
